NAME,STAR,PER,MASS,SEP,R,PLANETDISCMETH,MSTAR,RSTAR,TEFF,DATE
KOI 2371.01,KOI 2371,12.94130146,0.013318756268476914,,0.15790909472443013,,1.01,0.938,6119,
KOI 2372.01,KOI 2372,5.34982412,0.002336069052052448,,0.08207704358557949,,0.997,0.984,6204,
KOI 2373.01,KOI 2373,147.280875,0.013839185548687667,,0.16415408717115898,,0.874,0.828,5593,
KOI 2138.01,KOI 2138,23.5540725,0.01666659798665551,,0.1935947658485951,,2.335,2.286,9565,
KOI 2140.01,KOI 2140,41.6977827,0.018760945893355332,,0.2114376014106776,,0.969,0.872,5737,
KOI 2143.01,KOI 2143,4.79028459,0.003260699373810079,,0.09010631958851661,,0.902,0.827,5573,
KOI 2144.01,KOI 2144,38.6715075,0.021084244102596923,,0.22838829519465598,,0.801,0.913,5432,
KOI 2145.01,KOI 2145,8.3265153,0.012681492758190931,,0.14987981872149297,,1.024,1,6057,
KOI 2219.01,KOI 2219,3.757291599,0.0054712583658563475,,0.1043805880381826,,0.788,0.738,5003,
KOI 2297.01,KOI 2297,4.64493642,0.012093320795718886,,0.13203698315941048,,1.021,1.129,6047,
KOI 2299.01,KOI 2299,16.48688002,1,,7.0042050998954855,,1.163,1.061,6065,
KOI 2300.01,KOI 2300,2.685057492,0.008694217181713183,,0.11954699826595275,,0.765,0.829,5266,
KOI 2302.01,KOI 2302,16.8601286,0.012612682585984877,,0.14898767694338885,,0.906,0.973,6205,
KOI 2072.01,KOI 2072,1.543206604,0.001423394081734606,,0.07137134224833,,0.929,0.835,6081,
KOI 25.01,KOI 25,3.13260497,1,,2.0019661500656563,,1.078,1.181,6248,
KOI 2146.01,KOI 2146,2.949029052,0.011557051442161374,,0.13471340849372287,,0.771,0.807,4983,
KOI 226.01,KOI 226,8.30864937,0.014872774729437648,,0.17575193028651262,,0.761,0.685,5188,
KOI 2221.01,KOI 2221,10.62784997,0.017989941138038083,,0.20519260896394872,,1.041,1.014,6082,
KOI 2222.01,KOI 2222,34.13557,1,,1.2124206764435057,,2.607,5.555,7818,
KOI 2223.01,KOI 2223,1.104463509,0.012408450306845818,,0.1463112516090765,,0.723,0.753,5002,
KOI 2303.01,KOI 2303,4.89337519,0.011943752897771038,,0.1400662591623476,,1.334,1.319,6680,
KOI 2304.01,KOI 2304,11.17394617,0.015558126522595864,,0.1828890645113456,,1.006,0.914,5911,
KOI 2305.01,KOI 2305,31.032699,0.02303518150964036,,0.24087828008811374,,1.047,0.931,5841,
KOI 2306.01,KOI 2306,0.512407902,0.002246906193514692,,0.08118490180747537,,0.524,0.52,3878,
KOI 2307.01,KOI 2307,4.150301706,1,,4.345622601145193,,0.895,0.823,5523,
KOI 221.02,KOI 221,5.8966109,0.001423394081734606,,0.07137134224833,,0.766,0.714,5332,
KOI 2074.01,KOI 2074,33.4177993,0.032427150179265875,,0.28726965254952824,,0.825,0.745,5142,
KOI 2075.01,KOI 2075,2.05333679,0.004999082786450556,,0.10170416270387023,,0.992,1.369,6403,
KOI 2076.01,KOI 2076,56.777229,0.030328552091739347,,0.27834823476848697,,1.117,1.012,6063,
KOI 2078.01,KOI 2078,18.78425728,0.017672411887566086,,0.20251618362963636,,0.624,0.612,4137,
KOI 2149.01,KOI 2149,13.15141081,0.012820257934779422,,0.15166410227770125,,1.185,1.442,6331,
KOI 2150.01,KOI 2150,18.5084405,0.09693307444293986,,0.47105085883897796,,1.028,0.938,5942,
KOI 2152.01,KOI 2152,42.1917357,0.015210411519948104,,0.17932049739892908,,0.951,0.857,5674,
KOI 2224.01,KOI 2224,3.73089898,0.007251222153933125,,0.11330200581922387,,0.97,0.876,5830,
KOI 2224.02,KOI 2224,86.130534,0.01182725005742083,,0.13114484138130636,,0.97,0.876,5830,
KOI 2225.01,KOI 2225,2.787868386,0.01922122141196718,,0.21500616852309412,,0.952,1.727,4827,
KOI 2226.01,KOI 2226,8.46354764,0.025376995857834782,,0.2542604067596756,,0.896,0.887,5427,
KOI 2308.01,KOI 2308,28.5057189,0.01945692968027547,,0.21679045207930236,,0.944,0.87,5712,
KOI 2309.01,KOI 2309,53.5991044,0.021216541398407063,,0.2292804369727601,,1.084,1.032,6319,
KOI 2310.01,KOI 2310,16.45819349,0.01495626566117161,,0.17664407206461674,,0.973,0.877,5815,
KOI 2311.01,KOI 2311,191.86419296,,,,,,,,
KOI 2311.02,KOI 2311,13.72549689,,,,,,,,
KOI 2312.01,KOI 2312,176.331289,0.018874641128897016,,0.21232974318878173,,1.166,2.251,6146,
KOI 2079.01,KOI 2079,0.693842855,0.0015530510481207781,,0.07315562580453824,,1.001,1.158,5582,
KOI 2081.01,KOI 2081,6.21416622,0.059610996295157745,,0.37202312146942007,,1.501,3.152,5295,
KOI 2082.01,KOI 2082,31.5888952,0.015296376462899665,,0.18021263917703323,,1.132,1.03,6108,
KOI 2154.01,KOI 2154,11.92976844,0.022598795493698542,,0.23820185475380135,,1.016,0.921,5831,
KOI 227.01,KOI 227,17.65737838,0.019696432622782308,,0.21857473563551064,,0.49,0.47,3745,
KOI 2155.01,KOI 2155,4.33946454,0.012750682002143144,,0.1507719604995971,,0.977,0.894,5602,
KOI 2156.01,KOI 2156,2.852348975,0.013465098415445489,,0.15969337828063837,,0.482,0.464,3694,
KOI 2227.01,KOI 2227,65.6478424,0.020187065572055712,,0.22214330274792712,,0.841,0.96,5788,
KOI 2229.01,KOI 2229,14.83339324,0.03836866982825271,,0.3095731970021314,,0.926,0.942,5776,
KOI 2232.01,KOI 2232,101.1326568,0.047578602112580776,,0.33812173390146333,,0.988,0.939,5783,
KOI 2313.01,KOI 2313,16.07677615,0.018648153766136766,,0.21054545963257348,,1.083,0.971,5957,
KOI 2314.01,KOI 2314,18.87064068,0.018315120114395567,,0.20786903429826112,,1.028,0.949,6103,
KOI 2315.01,KOI 2315,22.13345106,0.015825818806884787,,0.185565489845658,,0.759,0.692,5180,
KOI 2316.01,KOI 2316,17.1369543,0.01666659798665551,,0.1935947658485951,,1.098,1.09,6217,
KOI 2083.01,KOI 2083,7.72084349,0.01478988332302201,,0.17485978850840847,,0.972,1.168,6218,
KOI 2084.01,KOI 2084,4.195775379,0.028566057602846973,,0.27031895876554984,,0.878,1.005,5229,
KOI 2158.01,KOI 2158,4.56204856,0.008477834754398823,,0.11865485648784863,,0.896,1.46,5445,
KOI 2159.01,KOI 2159,7.59665826,0.005634853063316614,,0.10527272981628674,,0.956,1.045,5713,
KOI 2160.01,KOI 2160,17.6700642,0.01200919165507888,,0.14095840094045176,,0.899,0.819,5792,
KOI 2160.02,KOI 2160,15.40877383,,,,,,,,
KOI 2162.01,KOI 2162,108.593329,0.01200919165507888,,0.14095840094045176,,0.935,0.844,6106,
KOI 2237.01,KOI 2237,76.4217472,0.025710234064933855,,0.25604469031588384,,1.045,0.967,6091,
KOI 232.05,KOI 232,56.2587885,0.013613291698694444,,0.16147766183684661,,1.028,0.949,6103,
KOI 2238.01,KOI 2238,1.646801908,0.002246906193514692,,0.08118490180747537,,0.559,0.537,3900,
KOI 2317.01,KOI 2317,3.78858982,0.013465098415445489,,0.15969337828063837,,1.094,1.171,5919,
KOI 2318.01,KOI 2318,10.45843441,0.007058564351880744,,0.11240986404111974,,0.68,0.691,4702,
KOI 2319.01,KOI 2319,21.10325899,0.012960600326431513,,0.1534483858339095,,1.125,1.229,6483,
KOI 2321.01,KOI 2321,95.609845,0.01993979099828245,,0.22035901919171888,,1.074,1.102,6289,
KOI 2323.01,KOI 2323,58.35512552,,,,,,,,
KOI 2324.01,KOI 2324,1.204682693,0.01254424386703551,,0.14809553516528473,,1,1,5780,
KOI 2087.01,KOI 2087,23.12748644,0.009137374910657577,,0.121331281822161,,1.007,1.052,5930,
KOI 2090.01,KOI 2090,5.132485618,0.013915474948216338,,0.16504622894926313,,0.511,0.497,3688,
KOI 2091.01,KOI 2091,8.77995434,0.026392171138479272,,0.2596132574283004,,0.845,0.765,5189,
KOI 2164.01,KOI 2164,5.12330347,0.01200919165507888,,0.14095840094045176,,0.833,0.762,5510,
KOI 229.01,KOI 229,3.573203671,0.12397983571350134,,0.5308243579719544,,0.996,1.08,5646,
KOI 2166.01,KOI 2166,61.6178167,0.041599892357691286,,0.32027889833938084,,1.019,0.898,5609,
KOI 2167.01,KOI 2167,24.3397804,0.02763643533990413,,0.2658582498750292,,0.975,1.025,6240,
KOI 2241.01,KOI 2241,7.16521372,0.020187065572055712,,0.22214330274792712,,1.162,1.103,6174,
KOI 2242.01,KOI 2242,1.755835327,0.012681492758190931,,0.14987981872149297,,0.917,0.834,5575,
KOI 2243.01,KOI 2243,5.1856142,0.012612682585984877,,0.14898767694338885,,1.09,1.022,6163,
KOI 2245.01,KOI 2245,33.469743,0.01647469376544035,,0.19181048229238684,,0.96,1.094,5912,
KOI 2246.01,KOI 2246,11.89520511,0.006869220436618467,,0.11151772226301562,,1.012,0.945,6061,
KOI 2325.01,KOI 2325,1.025857703,0.008914058575312862,,0.12043914004405687,,0.754,0.791,5035,
KOI 2327.01,KOI 2327,5.60014851,0.011620833825601714,,0.135605550271827,,0.907,0.815,5477,
KOI 2328.01,KOI 2328,25.2034787,0.021216541398407063,,0.2292804369727601,,1.016,0.921,5831,
KOI 2329.01,KOI 2329,1.615359728,0.005634853063316614,,0.10527272981628674,,0.505,0.498,3815,
KOI 239.01,KOI 239,5.640677572,0.057857579423047596,,0.3666702708007954,,1.056,0.989,6217,
KOI 2093.01,KOI 2093,6.78341538,0.030328552091739347,,0.27834823476848697,,1.136,1.118,6487,
KOI 2094.01,KOI 2094,42.4267342,0.029530812170323592,,0.2747796676560705,,0.8,0.906,5403,
KOI 2095.01,KOI 2095,1.434741564,0.004272681339965264,,0.09724345381334962,,0.81,0.754,5672,
KOI 2167.02,KOI 2167,6.95787,0.009828325711068054,,0.12400770715647336,,0.975,1.025,6240,
KOI 2169.01,KOI 2169,5.45298175,0.0018382250731511095,,0.07672419291695474,,0.947,0.879,5406,
KOI 2169.02,KOI 2169,3.266612036,0.0007254875283034782,,0.058881357354872245,,0.947,0.879,5406,
KOI 2247.01,KOI 2247,4.45743164,0.0027190766623630233,,0.08564561069799599,,0.601,0.612,4487,
KOI 2248.01,KOI 2248,2.818150106,0.010551076838668526,,0.12668413249078572,,0.821,0.746,5290,
KOI 2248.02,KOI 2248,9.4907638,0.003744218221213967,,0.09367488670093312,,0.821,0.746,5290,
KOI 2331.01,KOI 2331,2.832652134,0.0048478132389415856,,0.1008120209257661,,1.034,1.047,6072,
KOI 2332.01,KOI 2332,3.70062174,0.012093320795718886,,0.13203698315941048,,0.839,1.671,5387,
KOI 2335.01,KOI 2335,16.22371307,0.013839185548687667,,0.16415408717115898,,0.895,1.115,5851,
KOI 2096.01,KOI 2096,9.7629522,0.01478988332302201,,0.17485978850840847,,0.773,0.816,5052,
KOI 2097.01,KOI 2097,58.6017925,0.01647469376544035,,0.19181048229238684,,1.038,1.019,6250,
KOI 2098.01,KOI 2098,25.0824626,0.015382978884511782,,0.18110478095513735,,1.011,1.262,6429,
KOI 2099.01,KOI 2099,78.1000231,0.02231353949314582,,0.2364175711975931,,1.065,0.993,6153,
KOI 2100.01,KOI 2100,4.27103091,0.006683170224232892,,0.11062558048491149,,0.993,0.906,5984,
KOI 2169.03,KOI 2169,4.27225316,0.0006879745293026151,,0.05798921557676812,,0.947,0.879,5406,
KOI 2169.04,KOI 2169,2.19250988,0.00012033482982229633,,0.03479352934606087,,0.947,0.879,5406,
KOI 2171.01,KOI 2171,3.53232449,0.01105075068646744,,0.128468416046994,,1.026,0.937,5957,
KOI 2172.01,KOI 2172,10.44091127,0.03073623542133343,,0.2801325183246952,,0.936,0.981,5738,
KOI 2554.01,KOI 2554,39.7559367,1,,441.80377492739046,,0.514,0.51,4401,
KOI 2554.02,KOI 2554,10.27130881,0.0026192733102255836,,0.08475346891989187,,0.514,0.51,4401,
KOI 2555.01,KOI 2555,12.5720095,0.004272681339965264,,0.09724345381334962,,0.99,1.075,6456,
KOI 2556.01,KOI 2556,40.8365012,0.008264894820840073,,0.11776271470974449,,0.768,0.765,5670,
KOI 253.02,KOI 253,20.6181066,0.010065691368859842,,0.12489984893457748,,0.59,0.56,3769,
KOI 2634.01,KOI 2634,19.9400874,0.01993979099828245,,0.22035901919171888,,0.827,0.755,5609,
KOI 2635.01,KOI 2635,22.2419092,0.0038720518146814213,,0.09456702847903725,,1.054,1.315,6263,
KOI 2636.01,KOI 2636,3.88151335,0.0036191939986994098,,0.092782744922829,,1.177,1.594,6130,
KOI 2409.01,KOI 2409,0.577369579,0.01182725005742083,,0.13114484138130636,,0.769,0.721,5256,
KOI 2410.01,KOI 2410,186.65435483,,,,,,,,
KOI 2410.02,KOI 2410,86.59322294,,,,,,,,
KOI 2411.01,KOI 2411,11.96721766,0.023481952514145137,,0.2435547054224261,,0.922,0.961,5903,
KOI 2484.01,KOI 2484,68.8861915,0.006869220436618467,,0.11151772226301562,,0.832,1.011,5995,
KOI 2485.01,KOI 2485,9.99113313,0.011749177082366715,,0.13738983382803524,,0.79,0.756,5130,
KOI 2486.01,KOI 2486,4.26795346,0.010799121778904323,,0.12757627426888987,,1.048,1.237,6395,
KOI 2487.01,KOI 2487,36.2919336,0.015296376462899665,,0.18021263917703323,,1.034,0.96,6168,
KOI 2559.01,KOI 2559,9.30989826,0.0053107810115709695,,0.10348844626007848,,0.996,1.101,5806,
KOI 2560.01,KOI 2560,18.120884,0.017989941138038083,,0.20519260896394872,,0.75,0.774,4905,
KOI 2561.01,KOI 2561,3.23941344,0.0012440896714201372,,0.06869491691401762,,0.934,0.858,6075,
KOI 2637.01,KOI 2637,3.98863276,0.0033774626661531937,,0.09099846136662075,,1.038,0.955,6045,
KOI 2638.01,KOI 2638,2.524018115,0.011878609310077826,,0.13917411738424348,,0.849,0.871,5420,
KOI 2639.01,KOI 2639,25.1080579,0.01564668691793328,,0.18378120628944974,,1.049,1.112,6133,
KOI 2639.02,KOI 2639,2.121023807,0.11554784952661126,,0.5129815224098718,,1.049,1.112,6133,
KOI 2640.01,KOI 2640,33.18089453,,,,,,,,
KOI 2641.01,KOI 2641,3.55559864,0.0021602820291566375,,0.08029276002937125,,0.926,1.082,5839,
KOI 2415.01,KOI 2415,5.25419736,0.01647469376544035,,0.19181048229238684,,1.053,0.987,6123,
KOI 2416.01,KOI 2416,5.90609759,0.010799121778904323,,0.12757627426888987,,1.049,0.961,5966,
KOI 247.01,KOI 247,13.81505213,0.015040363709570273,,0.17753621384272086,,0.51,0.49,3741,
KOI 2488.01,KOI 2488,12.4127754,0.010065691368859842,,0.12489984893457748,,1.141,1.28,6453,
KOI 2489.01,KOI 2489,3.9245216,0.014464161109301587,,0.17129122139599198,,0.941,0.851,5787,
KOI 2490.01,KOI 2490,11.60656196,0.01705948286027085,,0.1971633329610116,,0.786,0.707,4960,
KOI 2491.01,KOI 2491,2.668313762,0.01181375325229529,,0.13828197560613936,,0.996,0.899,5806,
KOI 2563.01,KOI 2563,23.4774101,0.01105075068646744,,0.128468416046994,,1.046,1.121,6384,
KOI 2564.01,KOI 2564,66.5579057,0.01254424386703551,,0.14809553516528473,,1.092,1.139,6273,
KOI 2643.01,KOI 2643,9.08237046,0.010306604131922276,,0.1257919907126816,,0.884,0.788,5354,
KOI 2417.01,KOI 2417,47.7054612,0.042448438704436285,,0.32295532367369323,,0.672,0.666,4505,
KOI 2418.01,KOI 2418,86.828989,0.004699563696015829,,0.099919879147662,,0.431,0.414,3724,
KOI 2419.01,KOI 2419,9.95661537,0.025376995857834782,,0.2542604067596756,,1.048,1.115,6165,
KOI 2420.01,KOI 2420,10.41725184,0.007646557956011895,,0.11508628937543212,,1.007,0.918,5851,
KOI 2492.01,KOI 2492,0.984940167,0.0016912096643807615,,0.07493990936074649,,1.008,0.925,6060,
KOI 2493.01,KOI 2493,0.663085258,0.012093320795718886,,0.13203698315941048,,0.871,0.791,5166,
KOI 2494.01,KOI 2494,19.1187753,0.011305974731867624,,0.12936055782509812,,0.809,0.866,5923,
KOI 2569.01,KOI 2569,8.28163103,0.008264894820840073,,0.11776271470974449,,0.991,1.092,5730,
KOI 2571.01,KOI 2571,0.826284195,0.002336069052052448,,0.08207704358557949,,0.86,0.781,5203,
KOI 2572.01,KOI 2572,6.37706089,0.01696010811674252,,0.1962711911829075,,1.079,0.966,5672,
KOI 2647.01,KOI 2647,8.83922659,0.012093320795718886,,0.13203698315941048,,0.855,0.87,5330,
KOI 2649.01,KOI 2649,7.56127224,0.006869220436618467,,0.11151772226301562,,0.99,0.895,5853,
KOI 2421.01,KOI 2421,2.27049088,0.0002982717544263721,,0.045499230683310375,,0.534,0.528,4671,
KOI 2422.01,KOI 2422,26.7839183,0.016192339464120374,,0.1891340569580745,,0.912,0.985,5495,
KOI 2423.01,KOI 2423,45.1263042,0.018648153766136766,,0.21054545963257348,,1.185,1.163,6505,
KOI 2424.01,KOI 2424,11.94014029,0.025710234064933855,,0.25604469031588384,,0.835,0.774,5072,
KOI 2497.01,KOI 2497,48.4308991,0.01922122141196718,,0.21500616852309412,,0.877,0.81,5136,
KOI 2573.01,KOI 2573,1.347512247,1,,4.456248181630104,,0.658,0.685,5316,
KOI 2577.01,KOI 2577,18.55578977,0.04076784937110355,,0.3176024730050685,,1.287,1.332,6810,
KOI 2578.01,KOI 2578,13.33092674,0.039417222712279695,,0.3131417641145478,,0.976,1.039,5991,
KOI 255.01,KOI 255,27.52197994,0.020438317116158008,,0.22392758630413534,,0.53,0.51,3770,
KOI 2652.01,KOI 2652,16.1288853,0.018097474040081694,,0.20608475074205287,,0.756,0.821,5295,
KOI 2654.01,KOI 2654,13.5630972,0.013174204419352596,,0.15612481116822186,,0.99,0.895,5853,
KOI 2655.01,KOI 2655,16.29595382,0.013246260359756167,,0.15701695294632598,,0.966,0.871,5796,
KOI 2426.01,KOI 2426,4.16055856,0.0008049857408861179,,0.0606656409110805,,0.911,0.812,5492,
KOI 2503.01,KOI 2503,14.8200454,0.0030353909956012015,,0.08832203603230837,,0.779,0.741,4832,
KOI 2504.01,KOI 2504,20.4904029,0.029335004891539805,,0.27388752587796633,,1.038,0.923,5681,
KOI 2506.01,KOI 2506,8.67900242,0.01438415344457048,,0.17039907961788786,,1.006,1.037,6112,
KOI 2507.01,KOI 2507,11.12968583,0.016285734078303266,,0.1900261987361786,,1.041,0.964,6122,
KOI 2579.01,KOI 2579,2.72960336,0.007646557956011895,,0.11508628937543212,,1.025,1.068,6190,
KOI 2580.01,KOI 2580,3.11602791,0.012750682002143144,,0.1507719604995971,,0.977,0.86,5591,
KOI 2581.01,KOI 2581,12.73726137,0.0020761488670498858,,0.07940061825126712,,0.971,0.87,5650,
KOI 2582.01,KOI 2582,40.030989,0.01726058492951195,,0.19894761651721984,,1.158,1.364,5857,
KOI 2668.01,KOI 2668,0.679336272,0.006869220436618467,,0.11151772226301562,,0.852,0.778,5596,
KOI 2672.01,KOI 2672,88.5112563,0.10156879738771636,,0.5415300593092038,,0.85,1.06,5579,
KOI 2432.01,KOI 2432,31.0571618,0.014464161109301587,,0.17129122139599198,,0.805,0.746,5422,
KOI 2508.01,KOI 2508,7.10394924,0.012140985226052094,,0.14274268449666,,0.868,0.794,5494,
KOI 2509.01,KOI 2509,4.55139967,0.004999082786450556,,0.10170416270387023,,0.853,0.786,5310,
KOI 2583.01,KOI 2583,3.03266154,0.0005519788320800865,,0.05442064846435162,,0.874,0.881,5725,
KOI 2586.01,KOI 2586,2.131946513,0.012476168981244503,,0.1472033933871806,,1.083,0.965,5825,
KOI 2587.01,KOI 2587,12.9460978,0.007646557956011895,,0.11508628937543212,,0.95,0.867,6058,
KOI 2588.01,KOI 2588,5.77955922,0.008694217181713183,,0.11954699826595275,,0.565,0.553,4024,
KOI 2656.01,KOI 2656,6.77360963,0.008055380418801888,,0.11687057293164037,,1.083,1.035,6363,
KOI 2657.01,KOI 2657,5.22404435,0.0003187405370686355,,0.0463913724614145,,0.828,0.758,5511,
KOI 2658.01,KOI 2658,11.6601366,0.012681492758190931,,0.14987981872149297,,1.125,1.024,6089,
KOI 2659.01,KOI 2659,89.458739,0.04509516991657039,,0.33098459967663035,,1.665,3.751,5242,
KOI 2660.01,KOI 2660,18.01621096,0.01993979099828245,,0.22035901919171888,,1.049,1.065,6245,
KOI 2435.01,KOI 2435,6.8025094,0.0065003931000440695,,0.10973343870680737,,0.881,0.817,5827,
KOI 2436.01,KOI 2436,84.5733226,0.024565958336960184,,0.24979969786915496,,1.005,0.888,5418,
KOI 2437.01,KOI 2437,4.14787559,0.011943752897771038,,0.1400662591623476,,1.26,1.198,6337,
KOI 2512.01,KOI 2512,15.92104918,0.2752188292456035,,0.7609969367228185,,0.899,0.824,5583,
KOI 2513.01,KOI 2513,19.00537199,1,,9.209579575368881,,1.032,1.036,6347,
KOI 2516.01,KOI 2516,2.81042295,0.006144573547926738,,0.10794915515059911,,0.98,1.704,5473,
KOI 2517.01,KOI 2517,0.968526023,0.0030353909956012015,,0.08832203603230837,,0.752,0.867,5854,
KOI 2589.01,KOI 2589,0.664073806,0.005801588527586431,,0.10616487159439086,,0.89,0.802,5177,
KOI 2592.01,KOI 2592,175.605703,0.017989941138038083,,0.20519260896394872,,1.072,1.009,6208,
KOI 4.01,KOI 4,3.849371501,1,,1.1687057293164036,,1.482,2.992,6244,
KOI 2662.01,KOI 2662,2.104338119,0.0003187405370686355,,0.0463913724614145,,0.35,0.345,3410,
KOI 2664.01,KOI 2664,28.8432647,0.017672411887566086,,0.20251618362963636,,0.758,0.785,5151,
KOI 256.01,KOI 256,1.378651791,1,,150.58461072619525,,0.43,0.42,3450,
KOI 2666.01,KOI 2666,64.035738,0.020312190424289847,,0.22303544452603125,,0.814,0.783,5691,
KOI 2439.01,KOI 2439,5.19104016,0.015735915149708655,,0.18467334806755384,,1.213,1.137,6343,
KOI 2440.01,KOI 2440,4.8663815,0.004999082786450556,,0.10170416270387023,,0.857,0.948,5658,
KOI 2519.01,KOI 2519,4.790915598,0.004999082786450556,,0.10170416270387023,,0.548,0.524,4329,
KOI 2520.01,KOI 2520,6.49441289,0.01182725005742083,,0.13114484138130636,,0.724,0.742,4769,
KOI 2521.01,KOI 2521,28.474748,0.02175635692200997,,0.2328490040851766,,0.854,0.762,5274,
KOI 2593.01,KOI 2593,14.7967458,0.010065691368859842,,0.12489984893457748,,1.254,1.712,6141,
KOI 2594.01,KOI 2594,11.25402929,0.01945692968027547,,0.21679045207930236,,1.022,1.118,5995,
KOI 2672.02,KOI 2672,42.99255302,0.03888943221479855,,0.3113574805583396,,0.85,1.06,5579,
KOI 257.01,KOI 257,6.8834055,0.022598795493698542,,0.23820185475380135,,1.18,1.188,6184,
KOI 2674.02,KOI 2674,11.1726994,0.0038720518146814213,,0.09456702847903725,,1.002,1.236,5988,
KOI 2674.03,KOI 2674,2.53573424,0.003744218221213967,,0.09367488670093312,,1.002,1.236,5988,
KOI 2444.01,KOI 2444,18.5525701,0.023481952514145137,,0.2435547054224261,,0.919,0.836,5561,
KOI 2445.01,KOI 2445,47.3644554,0.02006293496229358,,0.22125116096982297,,0.902,0.902,5708,
KOI 2521.02,KOI 2521,4.86635506,0.011878609310077826,,0.13917411738424348,,0.854,0.762,5274,
KOI 2522.01,KOI 2522,5.60401852,0.01945692968027547,,0.21679045207930236,,0.953,1.636,4991,
KOI 2523.01,KOI 2523,13.0313945,0.01696010811674252,,0.1962711911829075,,0.974,0.871,5565,
KOI 2524.01,KOI 2524,40.9903986,0.016379849649289752,,0.19091834051428275,,1.085,1.147,6324,
KOI 2525.01,KOI 2525,57.293155,0.016285734078303266,,0.1900261987361786,,0.709,0.729,4806,
KOI 2597.03,KOI 2597,5.61357629,0.011493518353196576,,0.13382126671561873,,1.145,1.154,6426,
KOI 2598.01,KOI 2598,29.2253605,0.008264894820840073,,0.11776271470974449,,1.069,1.008,6049,
KOI 2376.01,KOI 2376,18.82634264,0.020187065572055712,,0.22214330274792712,,0.787,0.845,5215,
KOI 2377.01,KOI 2377,13.90333669,0.010799121778904323,,0.12757627426888987,,0.817,0.819,5261,
KOI 2378.01,KOI 2378,4.76703963,0.0063208680259758026,,0.10884129692870324,,0.864,0.937,5629,
KOI 2448.01,KOI 2448,13.62798432,0.02175635692200997,,0.2328490040851766,,0.805,0.855,5052,
KOI 2449.01,KOI 2449,53.3572551,0.02875616741349978,,0.271211100543654,,1.033,0.941,5893,
KOI 2450.01,KOI 2450,16.8320729,0.012408450306845818,,0.1463112516090765,,0.903,0.899,5772,
KOI 2527.01,KOI 2527,1.385785956,0.0003627230586571338,,0.04817565601762275,,0.593,0.587,4189,
KOI 2528.01,KOI 2528,12.02298773,1,,1.6495701477145268,,0.967,0.879,5982,
KOI 2529.01,KOI 2529,16.79713874,0.012820257934779422,,0.15166410227770125,,0.508,0.511,4299,
