NAME,STAR,PER,MASS,SEP,R,PLANETDISCMETH,MSTAR,RSTAR,TEFF,DATE
KOI 1984.01,KOI 1984,22.0640623,0.018097474040081694,,0.20608475074205287,,1.195,1.145,6215,
KOI 1985.01,KOI 1985,5.756242547,0.022598795493698542,,0.23820185475380135,,0.788,0.829,5006,
KOI 1986.01,KOI 1986,148.4603382,0.033534110969680134,,0.2917303614400489,,0.828,0.759,5463,
KOI 1988.01,KOI 1988,0.934884242,0.038628176339545586,,0.31046533878023547,,0.953,1.795,4777,
KOI 2052.01,KOI 2052,4.224641745,0.047578602112580776,,0.33812173390146333,,1.221,1.144,6362,
KOI 1848.01,KOI 1848,49.6221509,0.023785670736067382,,0.24533898897863435,,1.036,1.019,6264,
KOI 1849.01,KOI 1849,8.0880135,0.020438317116158008,,0.22392758630413534,,0.844,0.759,5201,
KOI 1850.01,KOI 1850,11.55102504,0.015558126522595864,,0.1828890645113456,,0.92,0.834,5897,
KOI 1851.01,KOI 1851,4.469757736,0.017672411887566086,,0.20251618362963636,,1.021,0.934,5988,
KOI 1852.01,KOI 1852,15.7738221,0.025710234064933855,,0.25604469031588384,,1.14,1.614,6260,
KOI 1989.01,KOI 1989,201.1214,0.013839185548687667,,0.16415408717115898,,0.819,0.845,5804,
KOI 1990.01,KOI 1990,24.7576421,0.02148430868941088,,0.23106472052896834,,1.043,0.966,6106,
KOI 1996.01,KOI 1996,10.13202575,0.013031382012060519,,0.1543405276120136,,0.561,0.561,4777,
KOI 1997.01,KOI 1997,38.5053398,0.020822784207977653,,0.22660401163844773,,0.904,0.881,5974,
KOI 2055.01,KOI 2055,8.67888593,0.014707583850186152,,0.17396764673030435,,0.91,0.833,5741,
KOI 2056.01,KOI 2056,39.3134832,0.016379849649289752,,0.19091834051428275,,1.008,0.925,6060,
KOI 2057.01,KOI 2057,5.94566534,0.0053107810115709695,,0.10348844626007848,,0.559,0.537,3900,
KOI 2058.01,KOI 2058,1.52372816,0.009594493778887308,,0.12311556537836923,,0.559,0.537,3900,
KOI 201.01,KOI 201,4.225384512,0.577943352209967,,0.8172018687433784,,1.071,1.055,5649,
KOI 1853.01,KOI 1853,60.0855082,0.0168615074490039,,0.19537904940480336,,1.058,0.989,6201,
KOI 1854.01,KOI 1854,43.0342272,0.028190046224740858,,0.2685346752093416,,0.948,1.341,5650,
KOI 1856.01,KOI 1856,46.2988021,0.06910012228950835,,0.399679516590648,,0.898,1.507,5396,
KOI 1857.01,KOI 1857,88.6442364,0.020312190424289847,,0.22303544452603125,,0.966,0.872,5861,
KOI 1917.01,KOI 1917,35.01198785,0.01696010811674252,,0.1962711911829075,,1.067,1.012,6345,
KOI 1920.01,KOI 1920,16.57110363,0.01705948286027085,,0.1971633329610116,,0.849,0.788,5484,
KOI 1921.01,KOI 1921,16.00494214,0.021619793887072344,,0.2319568623070725,,1.254,1.344,6711,
KOI 1922.01,KOI 1922,1.954524342,0.016192339464120374,,0.1891340569580745,,1.036,0.953,6060,
KOI 1922.02,KOI 1922,15.09521323,,,,,,,,
KOI 1923.01,KOI 1923,7.23400469,0.029530812170323592,,0.2747796676560705,,1.008,1.329,5579,
KOI 1998.01,KOI 1998,6.77408868,0.02175635692200997,,0.2328490040851766,,1.098,1.09,6217,
KOI 2000.01,KOI 2000,26.41045478,0.01910477129521287,,0.21411402674498997,,0.801,0.738,5443,
KOI 2001.01,KOI 2001,8.27744313,0.018874641128897016,,0.21232974318878173,,0.887,1.781,5129,
KOI 2002.01,KOI 2002,14.37508035,0.012207355308046628,,0.14363482627476412,,1.117,1.012,6063,
KOI 2064.01,KOI 2064,6.31218195,0.017883258205377034,,0.2043004671858446,,1.07,1.098,6302,
KOI 2066.01,KOI 2066,147.973027,0.03734798417824677,,0.3060046298897149,,0.961,0.875,6008,
KOI 2067.01,KOI 2067,13.24503188,0.03073623542133343,,0.2801325183246952,,1.416,2.541,5750,
KOI 2069.01,KOI 2069,77.2548396,0.05527793062307933,,0.35864099479785816,,1.23,1.438,6549,
KOI 2071.01,KOI 2071,3.856918547,0.014147423879040725,,0.16772265428357547,,0.975,1.571,5477,
KOI 1858.01,KOI 1858,116.331901,0.039952102638659455,,0.3149260476707561,,0.981,0.997,5733,
KOI 1858.02,KOI 1858,86.049055,0.01564668691793328,,0.18378120628944974,,0.981,0.997,5733,
KOI 1860.01,KOI 1860,6.31942727,0.02189400539675481,,0.23374114586328074,,0.999,1.075,5977,
KOI 1860.02,KOI 1860,12.20945351,0.020822784207977653,,0.22660401163844773,,0.999,1.075,5977,
KOI 1860.03,KOI 1860,3.076452083,0.012681492758190931,,0.14987981872149297,,0.999,1.075,5977,
KOI 1925.01,KOI 1925,68.958608,0.0029270849539034466,,0.08742989425420424,,0.918,0.893,5460,
KOI 1928.01,KOI 1928,63.0381121,0.023481952514145137,,0.2435547054224261,,1.137,1.09,6085,
KOI 2004.01,KOI 2004,56.1886887,0.013465098415445489,,0.15969337828063837,,0.98,0.958,5798,
KOI 2005.01,KOI 2005,6.92101021,0.009137374910657577,,0.121331281822161,,0.571,0.585,4461,
KOI 2006.01,KOI 2006,3.273460736,0.001915166981275911,,0.07761633469505887,,0.464,0.455,3809,
KOI 2007.01,KOI 2007,15.3787546,0.011557051442161374,,0.13471340849372287,,1.037,1.052,6086,
KOI 1783.01,KOI 1783,134.4786723,0.18338235746512332,,0.6691063335780937,,1.027,0.957,6215,
KOI 1784.01,KOI 1784,5.007412846,0.2820477262945418,,0.6735670424686143,,1.075,0.965,5936,
KOI 1786.01,KOI 1786,24.68637063,0.07627244957686909,,0.4193066357089387,,0.491,0.474,4461,
KOI 1787.01,KOI 1787,98.7180406,0.14830260645137444,,0.6218228193385751,,0.87,0.793,5838,
KOI 1788.01,KOI 1788,71.52530845,0.10795141544492666,,0.5540200442026616,,0.788,0.815,4850,
KOI 1861.01,KOI 1861,17.50442748,0.028190046224740858,,0.2685346752093416,,1.077,1.011,6177,
KOI 1862.01,KOI 1862,56.4349938,0.01591640547827648,,0.1864576316237621,,0.982,0.883,5734,
KOI 1863.01,KOI 1863,33.78882491,0.02189400539675481,,0.23374114586328074,,1.1,1.038,6184,
KOI 1864.01,KOI 1864,3.215106337,0.022888575760280392,,0.2399861383100096,,1.098,2.142,5779,
KOI 1930.04,KOI 1930,9.34144548,0.013246260359756167,,0.15701695294632598,,1.142,1.735,5923,
KOI 2007.02,KOI 2007,21.1284569,0.010065691368859842,,0.12489984893457748,,1.037,1.052,6086,
KOI 2009.01,KOI 2009,86.7489289,0.016099658218354126,,0.18824191517997035,,0.804,0.887,5830,
KOI 2010.01,KOI 2010,25.96200249,0.019696432622782308,,0.21857473563551064,,1.138,1.264,6784,
KOI 1790.01,KOI 1790,130.3546919,0.2155644832987628,,0.7056841464803628,,1.089,1.015,5970,
KOI 1793.01,KOI 1793,3.261759476,0.23974422878725615,,0.6414499384568658,,1.023,0.945,6131,
KOI 1797.01,KOI 1797,16.78176602,0.018315120114395567,,0.20786903429826112,,0.734,0.761,4936,
KOI 1866.01,KOI 1866,105.3033148,0.04022222030295382,,0.31581818944886025,,1.055,0.973,6032,
KOI 1868.01,KOI 1868,17.76080053,0.01666659798665551,,0.1935947658485951,,0.561,0.56,3950,
KOI 210.01,KOI 210,20.927362973,1,,1.6147766183684662,,1.021,1.109,6126,
KOI 1933.01,KOI 1933,49.1013514,0.023331862278161725,,0.242662563644322,,1.036,0.922,5807,
KOI 2012.01,KOI 2012,34.8538276,0.019696432622782308,,0.21857473563551064,,0.935,0.847,5835,
KOI 2013.01,KOI 2013,2.414351654,0.0013018906606631936,,0.06958705869212174,,0.531,0.542,4182,
KOI 2014.01,KOI 2014,2.466073106,1,,4.965661136927559,,0.963,0.884,5708,
KOI 2016.01,KOI 2016,4.30655689,0.015040363709570273,,0.17753621384272086,,1.132,1.03,6108,
KOI 1798.01,KOI 1798,12.964717555,1,,3.14033905892652,,1.093,1.033,6210,
KOI 1799.01,KOI 1799,1.731079578,1,,5.039708904510202,,1.038,0.955,6045,
KOI 1801.01,KOI 1801,14.53244172,0.031781639435290325,,0.28459322721521585,,0.802,0.86,5345,
KOI 1802.01,KOI 1802,5.248672631,0.022888575760280392,,0.2399861383100096,,1.09,1.021,6126,
KOI 1870.01,KOI 1870,7.964315352,0.021084244102596923,,0.22838829519465598,,0.831,0.91,5185,
KOI 1871.01,KOI 1871,92.7296775,0.01647469376544035,,0.19181048229238684,,0.651,0.624,4528,
KOI 1872.01,KOI 1872,30.52312159,1,,2.0180247020715307,,0.863,0.79,5496,
KOI 1873.01,KOI 1873,71.3116583,0.09318916325084203,,0.4621294410579367,,1.149,1.064,6167,
KOI 1934.01,KOI 1934,28.78278558,0.017362327432927576,,0.199839758295324,,0.617,0.577,4500,
KOI 1937.01,KOI 1937,1.411229847,0.009137374910657577,,0.121331281822161,,0.611,0.625,4350,
KOI 1938.01,KOI 1938,96.9151496,0.015210411519948104,,0.17932049739892908,,0.781,0.701,5229,
KOI 1939.01,KOI 1939,13.47469571,0.015735915149708655,,0.18467334806755384,,0.801,0.747,5413,
KOI 2017.01,KOI 2017,2.295036233,0.004272681339965264,,0.09724345381334962,,0.851,0.835,5750,
KOI 2018.01,KOI 2018,27.495606,0.0182058645019643,,0.20697689252015697,,0.762,0.911,5657,
KOI 2019.01,KOI 2019,14.08827448,0.023785670736067382,,0.24533898897863435,,0.99,0.895,5853,
KOI 217.01,KOI 217,3.905081985,1,,1.1722742964288202,,0.997,0.887,5543,
KOI 2020.01,KOI 2020,110.96546,0.016192339464120374,,0.1891340569580745,,0.538,0.546,4441,
KOI 1803.01,KOI 1803,4.539287693,0.07134270703711937,,0.4059245090373768,,0.954,1.604,5064,
KOI 197.01,KOI 197,17.276296119,0.2552961644674318,,0.7440462429388401,,0.775,0.822,5085,
KOI 1875.01,KOI 1875,9.91723428,0.017464874367569466,,0.20073190007342812,,0.957,0.926,5953,
KOI 1876.01,KOI 1876,82.5342519,0.017883258205377034,,0.2043004671858446,,0.564,0.558,4237,
KOI 1877.01,KOI 1877,20.16034462,0.04726129824584893,,0.3372295921233592,,0.943,1.71,5017,
KOI 1940.01,KOI 1940,10.99469878,0.015296376462899665,,0.18021263917703323,,0.573,0.586,4302,
KOI 1940.02,KOI 1940,6.73679732,,,,,,,,
KOI 211.01,KOI 211,124.03590546,0.6259746984935267,,0.928719591006394,,1.213,1.137,6343,
KOI 1942.01,KOI 1942,10.84965239,0.03135894894752484,,0.2828089436590076,,0.875,0.779,5252,
KOI 1944.01,KOI 1944,12.18416331,0.06259325401716014,,0.3809445392504613,,1.19,1.85,6292,
KOI 2021.01,KOI 2021,3.764191048,0.013102580839704538,,0.15523266939011773,,0.814,0.728,5065,
KOI 2023.01,KOI 2023,13.59056583,0.031995272040181454,,0.28548536899332,,0.887,0.974,5442,
KOI 2024.01,KOI 2024,46.8779367,0.018989247065243815,,0.21322188496688588,,0.818,0.974,5790,
KOI 1808.01,KOI 1808,89.1934705,0.03538825359611385,,0.29886749566488185,,1.035,1.13,6277,
KOI 1812.01,KOI 1812,0.805259237,1,,4.649842947478699,,0.983,1.039,6258,
KOI 1813.01,KOI 1813,9.7678805,0.020438317116158008,,0.22392758630413534,,0.91,1.034,5568,
KOI 1878.01,KOI 1878,40.80957622,0.021084244102596923,,0.22838829519465598,,1.115,1.216,6071,
KOI 1879.01,KOI 1879,22.08557563,0.017159639268264762,,0.19805547473911575,,0.432,0.41,3635,
KOI 1880.01,KOI 1880,1.151166506,0.011878609310077826,,0.13917411738424348,,0.535,0.53,3855,
KOI 1945.01,KOI 1945,62.1387714,0.024250206601461956,,0.2480154143129467,,1.031,0.929,5576,
KOI 1945.02,KOI 1945,17.1181036,0.0063208680259758026,,0.10884129692870324,,1.031,0.929,5576,
KOI 1946.01,KOI 1946,8.29482624,0.021349893727018857,,0.23017257875086425,,0.969,0.935,5772,
KOI 2025.01,KOI 2025,17.84848082,0.019696432622782308,,0.21857473563551064,,0.997,1.247,6217,
KOI 2025.02,KOI 2025,26.1363511,0.019817626083733695,,0.21946687741361473,,0.997,1.247,6217,
KOI 2026.01,KOI 2026,2.757982666,0.017362327432927576,,0.199839758295324,,1.073,1.188,6419,
KOI 1814.01,KOI 1814,14.80074836,0.0326454109986095,,0.28816179432763234,,1.409,1.449,7092,
KOI 1815.01,KOI 1815,3.12686223,0.1038634994515711,,0.4871094108448522,,0.97,1.749,4854,
KOI 198.01,KOI 198,87.24233248,1,,1.4898767694338886,,1.054,0.955,5671,
KOI 1816.01,KOI 1816,10.240605654,1,,380.78930658107123,,0.628,0.64,5227,
KOI 1818.01,KOI 1818,16.87727414,0.031781639435290325,,0.28459322721521585,,0.979,1.113,5780,
KOI 1819.01,KOI 1819,12.05707239,0.012074933219429838,,0.14185054271855588,,0.743,0.696,5408,
KOI 1881.01,KOI 1881,28.26731672,0.02303518150964036,,0.24087828008811374,,0.744,0.792,5239,
KOI 1882.01,KOI 1882,3.770590584,0.012093320795718886,,0.13203698315941048,,0.922,0.829,6057,
KOI 1883.01,KOI 1883,2.707306716,0.0029270849539034466,,0.08742989425420424,,1.008,1.13,6287,
KOI 1884.01,KOI 1884,23.11844759,0.05931688937709524,,0.371130979691316,,0.739,0.796,5275,
KOI 1884.02,KOI 1884,4.77502001,0.013839185548687667,,0.16415408717115898,,0.739,0.796,5275,
KOI 1950.01,KOI 1950,66.4162133,0.04694597399035619,,0.3363374503452551,,0.84,0.755,5387,
KOI 212.01,KOI 212,5.695902365,0.20783755313017654,,0.613793543335638,,1.013,0.94,6106,
KOI 2031.01,KOI 2031,9.30412078,0.012408450306845818,,0.1463112516090765,,0.645,0.658,4458,
KOI 1822.01,KOI 1822,150.8779906,0.03114987578396552,,0.2819168018809035,,0.936,1.23,6192,
KOI 1885.01,KOI 1885,5.65377733,0.014147423879040725,,0.16772265428357547,,1.021,0.934,5988,
KOI 1886.01,KOI 1886,5.991857017,0.011557051442161374,,0.13471340849372287,,1.061,1.107,6167,
KOI 1888.01,KOI 1888,120.0181272,0.07527294036673951,,0.41663021037462633,,1.338,1.484,6749,
KOI 1889.01,KOI 1889,14.30511983,0.03012692522223144,,0.2774560929903828,,0.934,0.852,5735,
KOI 1889.02,KOI 1889,9.18186435,0.01181375325229529,,0.13828197560613936,,0.934,0.852,5735,
KOI 2248.04,KOI 2248,2.64622695,0.003496951465995254,,0.09189060314472487,,0.821,0.746,5290,
KOI 2250.01,KOI 2250,2.935359333,0.02189400539675481,,0.23374114586328074,,0.79,0.823,4922,
KOI 2252.01,KOI 2252,13.5396293,0.01181375325229529,,0.13828197560613936,,1.176,1.337,6398,
KOI 2253.01,KOI 2253,22.70816791,0.013688101523974858,,0.16236980361495074,,1.063,0.992,6170,
KOI 2255.01,KOI 2255,7.97034958,0.014872774729437648,,0.17575193028651262,,0.902,0.822,5782,
KOI 2337.01,KOI 2337,8.49642241,0.016099658218354126,,0.18824191517997035,,0.707,0.709,5093,
KOI 2338.01,KOI 2338,66.1849031,0.015210411519948104,,0.17932049739892908,,0.946,0.866,5893,
KOI 2339.01,KOI 2339,2.03231845,0.0051533972050433405,,0.10259630448197436,,0.646,0.638,4555,
KOI 2339.02,KOI 2339,65.18703725,,,,,,,,
KOI 239.02,KOI 239,3.62269606,0.011305974731867624,,0.12936055782509812,,1.056,0.989,6217,
KOI 2101.01,KOI 2101,2.892217506,0.0054712583658563475,,0.1043805880381826,,0.602,0.594,4156,
KOI 2102.01,KOI 2102,187.747029,0.030328552091739347,,0.27834823476848697,,0.734,0.753,5303,
KOI 2103.01,KOI 2103,2.543072855,0.0048478132389415856,,0.1008120209257661,,0.852,0.88,5753,
KOI 2104.01,KOI 2104,2.168452593,0.03012692522223144,,0.2774560929903828,,1.077,1.109,6153,
KOI 2174.01,KOI 2174,6.69332631,0.012476168981244503,,0.1472033933871806,,0.619,0.608,4141,
KOI 2174.02,KOI 2174,33.1364259,0.014147423879040725,,0.16772265428357547,,0.619,0.608,4141,
KOI 2174.03,KOI 2174,7.72515184,0.006683170224232892,,0.11062558048491149,,0.619,0.608,4141,
KOI 2256.01,KOI 2256,10.71252541,0.014544730336171464,,0.1721833631740961,,0.53,0.519,4083,
KOI 2257.01,KOI 2257,32.5637069,0.017159639268264762,,0.19805547473911575,,0.917,0.834,5575,
KOI 2259.01,KOI 2259,12.19138811,0.024565958336960184,,0.24979969786915496,,0.856,0.967,5516,
KOI 2260.01,KOI 2260,6.11786898,0.0019944594551458803,,0.07850847647316299,,1.111,1.112,6444,
KOI 2261.01,KOI 2261,3.97599768,0.0063208680259758026,,0.10884129692870324,,0.799,0.832,5211,
KOI 2340.01,KOI 2340,7.6847716,0.013465098415445489,,0.15969337828063837,,1.013,1.064,5725,
KOI 2342.01,KOI 2342,15.0447198,0.004136256415679355,,0.0963513120352455,,0.908,1.055,5934,
KOI 2343.01,KOI 2343,29.0728152,0.022598795493698542,,0.23820185475380135,,0.928,1.042,5799,
KOI 2344.01,KOI 2344,1.118549717,0.003744218221213967,,0.09367488670093312,,0.72,0.672,4493,
KOI 2105.01,KOI 2105,6.42200058,0.0074472135885528135,,0.11419414759732799,,1.058,0.989,6201,
KOI 2106.01,KOI 2106,9.75369069,0.016763673268475034,,0.19448690762669923,,0.996,0.899,5806,
KOI 2107.01,KOI 2107,81.3151059,0.017159639268264762,,0.19805547473911575,,0.879,0.802,5565,
KOI 2108.01,KOI 2108,51.3285623,0.030531652946009867,,0.2792403765465911,,1.027,1.119,6119,
KOI 2109.01,KOI 2109,19.79191978,0.015470226374563717,,0.1819969227332415,,1.085,1.031,6277,
KOI 2177.01,KOI 2177,62.8916228,0.01564668691793328,,0.18378120628944974,,0.798,0.719,5314,
KOI 234.01,KOI 234,9.61375356,0.038110905018116634,,0.3086810552240272,,1.037,1.11,5997,
KOI 2261.02,KOI 2261,6.6254781,0.0021602820291566375,,0.08029276002937125,,0.799,0.832,5211,
KOI 2263.01,KOI 2263,29.9686052,0.015125076465614909,,0.17842835562082499,,1.092,1.083,6224,
KOI 2264.01,KOI 2264,33.2406882,0.014625868718771575,,0.17307550495220023,,0.904,1.015,5605,
KOI 2345.01,KOI 2345,15.18725932,0.014464161109301587,,0.17129122139599198,,0.956,1.005,6136,
KOI 2346.01,KOI 2346,28.6851324,0.01910477129521287,,0.21411402674498997,,0.918,0.835,5722,
KOI 2347.01,KOI 2347,0.588000765,0.0027190766623630233,,0.08564561069799599,,0.568,0.565,3972,
KOI 2348.01,KOI 2348,85.7350285,0.03073623542133343,,0.2801325183246952,,1.054,1.077,6096,
KOI 2350.01,KOI 2350,1.078390352,0.013174204419352596,,0.15612481116822186,,0.857,0.985,5325,
KOI 2110.01,KOI 2110,5.03728015,0.004002722177048817,,0.09545917025714137,,1.216,1.195,6452,
KOI 2113.01,KOI 2113,15.94251522,0.02303518150964036,,0.24087828008811374,,0.897,0.806,5376,
KOI 2180.01,KOI 2180,11.55562343,0.012960600326431513,,0.1534483858339095,,0.88,0.808,5627,
KOI 2181.01,KOI 2181,12.28850922,0.03073623542133343,,0.2801325183246952,,0.929,1.671,5109,
KOI 2182.01,KOI 2182,17.13263989,0.021619793887072344,,0.2319568623070725,,0.872,0.798,5489,
KOI 2266.01,KOI 2266,1.003933739,0.012820257934779422,,0.15166410227770125,,0.715,0.741,4949,
KOI 2269.01,KOI 2269,0.614083682,0.024250206601461956,,0.2480154143129467,,1.332,1.278,6517,
KOI 2271.01,KOI 2271,55.8226539,0.01705948286027085,,0.1971633329610116,,0.812,0.737,5167,
KOI 2273.01,KOI 2273,6.11009134,0.0030353909956012015,,0.08832203603230837,,1.126,1.239,5971,
KOI 240.01,KOI 240,4.28686431,0.05670359449828451,,0.36310170368837885,,1.091,1.031,6225,
KOI 2351.01,KOI 2351,10.27377201,0.013102580839704538,,0.15523266939011773,,0.943,0.856,5718,
KOI 2352.03,KOI 2352,8.2563025,0.008055380418801888,,0.11687057293164037,,1.274,2.058,6550,
KOI 2113.02,KOI 2113,12.33090437,0.020187065572055712,,0.22214330274792712,,0.897,0.806,5376,
KOI 2114.01,KOI 2114,4.421572182,0.014464161109301587,,0.17129122139599198,,0.668,0.656,4189,
KOI 2115.01,KOI 2115,15.72589061,0.024725675391208516,,0.2506918396472591,,0.832,0.751,5324,
KOI 2116.01,KOI 2116,1.252752174,0.009828325711068054,,0.12400770715647336,,1.025,0.955,6231,
KOI 2117.01,KOI 2117,13.36020599,0.01438415344457048,,0.17039907961788786,,0.76,0.706,4491,
KOI 2185.01,KOI 2185,76.957857,0.015040363709570273,,0.17753621384272086,,0.912,1.041,5878,
KOI 2186.01,KOI 2186,14.9798377,0.032427150179265875,,0.28726965254952824,,0.803,0.853,5062,
KOI 2188.02,KOI 2188,6.7445683,0.0018382250731511095,,0.07672419291695474,,0.974,0.923,6106,
KOI 2189.01,KOI 2189,33.35855228,0.03611056849789253,,0.3015439209991942,,0.763,0.799,5009,
KOI 2191.01,KOI 2191,8.84786839,0.003260699373810079,,0.09010631958851661,,0.471,0.46,3724,
KOI 2274.01,KOI 2274,9.98969327,0.021619793887072344,,0.2319568623070725,,0.913,0.813,5256,
KOI 235.01,KOI 235,5.632528453,0.016007682752572028,,0.18734977340186623,,0.895,0.801,5210,
KOI 2276.01,KOI 2276,1.44259224,0.023481952514145137,,0.2435547054224261,,1.462,2.043,7216,
KOI 2358.01,KOI 2358,56.4932269,0.016285734078303266,,0.1900261987361786,,1.084,1.04,6412,
KOI 2361.01,KOI 2361,5.78388573,0.0182058645019643,,0.20697689252015697,,1.117,1.012,6063,
KOI 2362.02,KOI 2362,11.08507637,0.019338605009026066,,0.21589831030119822,,0.792,0.793,5080,
KOI 2119.01,KOI 2119,0.571038518,0.009594493778887308,,0.12311556537836923,,0.879,0.865,5203,
KOI 2120.01,KOI 2120,8.77426218,0.010551076838668526,,0.12668413249078572,,0.832,0.905,5146,
KOI 2121.01,KOI 2121,4.51005748,0.009828325711068054,,0.12400770715647336,,0.883,0.806,5559,
KOI 2122.01,KOI 2122,37.6467384,0.013318756268476914,,0.15790909472443013,,0.892,0.847,5758,
KOI 2123.01,KOI 2123,29.4557154,0.01705948286027085,,0.1971633329610116,,1.018,0.949,6036,
KOI 2193.01,KOI 2193,2.361724329,0.011749177082366715,,0.13738983382803524,,0.637,0.651,4478,
KOI 2200.01,KOI 2200,3.17060005,0.01254424386703551,,0.14809553516528473,,0.809,0.889,5725,
KOI 2280.01,KOI 2280,26.0204423,0.033309572182461424,,0.29083821966194473,,0.996,0.899,5806,
KOI 2281.01,KOI 2281,0.7698536,0.002246906193514692,,0.08118490180747537,,0.879,0.818,5178,
KOI 2282.01,KOI 2282,6.89225223,0.010065691368859842,,0.12489984893457748,,1.011,0.927,6046,
KOI 2368.01,KOI 2368,8.07124073,0.011878609310077826,,0.13917411738424348,,0.874,0.853,5766,
KOI 2369.01,KOI 2369,11.01816836,0.022888575760280392,,0.2399861383100096,,1.048,0.969,6075,
KOI 2369.02,KOI 2369,6.3143447,0.008694217181713183,,0.11954699826595275,,1.048,0.969,6075,
KOI 2370.01,KOI 2370,78.7324395,0.06503302812128653,,0.3880816734752943,,1.351,1.505,6735,
KOI 2124.01,KOI 2124,42.3370619,0.003146633102580239,,0.08921417781041249,,0.559,0.548,4029,
KOI 2125.01,KOI 2125,23.3594822,0.027095128830713675,,0.26318182454071687,,1.069,1.009,6244,
KOI 2126.01,KOI 2126,9.69312032,0.018425248468350874,,0.2087611760763652,,0.607,0.618,4818,
KOI 2201.01,KOI 2201,116.5209565,1,,7.706320679263431,,0.951,1.14,6063,
KOI 2202.01,KOI 2202,0.813166719,0.003496951465995254,,0.09189060314472487,,0.875,0.78,5285,
KOI 2204.01,KOI 2204,10.86060638,0.016379849649289752,,0.19091834051428275,,1.087,1.496,6455,
KOI 2205.01,KOI 2205,24.0862707,0.02674099192141704,,0.2613975409845086,,0.741,0.768,4973,
KOI 2206.01,KOI 2206,1.834281138,0.012612682585984877,,0.14898767694338885,,0.962,0.958,5751,
KOI 2285.01,KOI 2285,37.94563,0.028190046224740858,,0.2685346752093416,,0.959,0.867,5870,
KOI 2286.01,KOI 2286,24.1738579,0.014304699747848941,,0.16950693783978374,,0.862,0.796,5534,
KOI 2353.01,KOI 2353,5.18674073,0.017159639268264762,,0.19805547473911575,,0.869,0.781,5231,
KOI 2354.01,KOI 2354,1.151245221,1,,6.117416172459984,,1.003,0.921,6086,
KOI 2355.01,KOI 2355,1.216997663,0.012408450306845818,,0.1463112516090765,,0.734,0.757,4859,
KOI 2356.01,KOI 2356,13.68237119,0.011684873155803164,,0.13649769204993112,,1.099,1.026,6102,
KOI 2357.01,KOI 2357,2.42087351,0.012820257934779422,,0.15166410227770125,,0.967,0.879,5982,
KOI 2129.01,KOI 2129,8.79617863,0.014147423879040725,,0.16772265428357547,,1.142,1.048,6140,
KOI 2130.01,KOI 2130,16.85593514,0.015825818806884787,,0.185565489845658,,0.568,0.565,3972,
KOI 2131.01,KOI 2131,14.36267939,0.02095299423911337,,0.22749615341655183,,1.33,1.29,6661,
KOI 2132.01,KOI 2132,69.8957158,0.013839185548687667,,0.16415408717115898,,0.724,0.759,5509,
KOI 2133.01,KOI 2133,6.24668005,1,,1.3730061965022484,,1.344,6.528,4605,
KOI 2208.01,KOI 2208,2.344511944,0.0018382250731511095,,0.07672419291695474,,0.969,1.115,5915,
KOI 2209.01,KOI 2209,18.3027248,0.0063208680259758026,,0.10884129692870324,,0.822,0.8,5692,
KOI 2210.01,KOI 2210,2.888904849,0.01182725005742083,,0.13114484138130636,,0.665,0.682,4905,
KOI 2212.01,KOI 2212,17.14647302,0.013613291698694444,,0.16147766183684661,,0.914,0.855,5978,
KOI 2288.01,KOI 2288,38.1042632,0.0326454109986095,,0.28816179432763234,,0.721,0.771,5250,
KOI 2290.01,KOI 2290,91.5009237,0.013915474948216338,,0.16504622894926313,,0.799,0.716,5120,
KOI 2291.01,KOI 2291,44.2994477,0.01777741765188256,,0.20340832540774045,,0.801,0.736,5465,
KOI 2363.01,KOI 2363,3.138781,0.0029270849539034466,,0.08742989425420424,,0.684,0.722,5242,
KOI 2364.01,KOI 2364,5.2424184,0.03611056849789253,,0.3015439209991942,,0.813,1.829,5383,
KOI 2366.01,KOI 2366,25.369115999999998,0.012093320795718886,,0.13203698315941048,,1.205,1.383,6344,
KOI 2367.01,KOI 2367,6.89208596,0.008264894820840073,,0.11776271470974449,,1.145,1.37,6047,
KOI 2134.01,KOI 2134,42.3004954,0.0182058645019643,,0.20697689252015697,,0.932,0.978,5749,
KOI 225.01,KOI 225,0.838597488,1,,2.827197294811972,,0.997,0.927,6253,
KOI 2137.01,KOI 2137,14.97435694,0.011493518353196576,,0.13382126671561873,,0.798,0.919,5470,
KOI 2213.01,KOI 2213,3.97076766,0.011305974731867624,,0.12936055782509812,,0.732,0.778,5178,
KOI 2214.01,KOI 2214,2.352265797,0.008914058575312862,,0.12043914004405687,,0.82,0.757,4816,
KOI 2215.01,KOI 2215,22.0445927,0.003496951465995254,,0.09189060314472487,,0.953,1.26,5974,
KOI 2216.01,KOI 2216,23.34031664,0.018648153766136766,,0.21054545963257348,,0.773,0.892,5530,
KOI 2217.01,KOI 2217,37.8033146,1,,1.6272666032619236,,0.912,0.819,5329,
KOI 2293.01,KOI 2293,15.03366571,0.014464161109301587,,0.17129122139599198,,0.909,1.018,5522,
KOI 2294.01,KOI 2294,131.485081,0.019696432622782308,,0.21857473563551064,,1.061,0.977,6004,
KOI 2295.01,KOI 2295,16.29081738,0.0005839409419138016,,0.055312790242455744,,0.793,0.883,5451,
KOI 2296.01,KOI 2296,106.247547,0.015040363709570273,,0.17753621384272086,,0.995,0.999,5968,
KOI 237.01,KOI 237,8.508324398,0.021216541398407063,,0.2292804369727601,,1.116,1.013,5934,
